Year,Week,Age,Value
2018,36,85-89,2908.0
2018,36,90-94,2138.0
2018,36,95+,900.0
2018,36,Insgesamt,16390.0
2018,37,0-29,144.0
2018,37,30-34,55.0
2018,37,35-39,60.0
2018,37,40-44,109.0
2018,37,45-49,215.0
2018,37,50-54,394.0
2018,37,55-59,633.0
2018,37,60-64,867.0
2018,37,65-69,1156.0
2018,37,70-74,1292.0
2018,37,75-79,2313.0
2018,37,80-84,3070.0
2018,37,85-89,2925.0
2018,37,90-94,2205.0
2018,37,95+,854.0
2018,37,Insgesamt,16292.0
2018,38,0-29,155.0
2018,38,30-34,47.0
2018,38,35-39,66.0
2018,38,40-44,93.0
2018,38,45-49,197.0
2018,38,50-54,441.0
2018,38,55-59,640.0
2018,38,60-64,936.0
2018,38,65-69,1191.0
2018,38,70-74,1314.0
2018,38,75-79,2351.0
2018,38,80-84,3085.0
2018,38,85-89,2910.0
2018,38,90-94,2299.0
2018,38,95+,926.0
2018,38,Insgesamt,16651.0
2018,39,0-29,131.0
2018,39,30-34,39.0
2018,39,35-39,59.0
2018,39,40-44,101.0
2018,39,45-49,187.0
2018,39,50-54,402.0
2018,39,55-59,662.0
2018,39,60-64,846.0
2018,39,65-69,1152.0
2018,39,70-74,1224.0
2018,39,75-79,2309.0
2018,39,80-84,3000.0
2018,39,85-89,2836.0
2018,39,90-94,2147.0
2018,39,95+,874.0
2018,39,Insgesamt,15969.0
2018,40,0-29,148.0
2018,40,30-34,46.0
2018,40,35-39,66.0
2018,40,40-44,98.0
2018,40,45-49,209.0
2018,40,50-54,419.0
2018,40,55-59,670.0
2018,40,60-64,927.0
2018,40,65-69,1218.0
2018,40,70-74,1382.0
2018,40,75-79,2283.0
2018,40,80-84,3080.0
2018,40,85-89,2950.0
2018,40,90-94,2250.0
2018,40,95+,876.0
2018,40,Insgesamt,16622.0
2018,41,0-29,161.0
2018,41,30-34,45.0
2018,41,35-39,80.0
2018,41,40-44,107.0
2018,41,45-49,193.0
2018,41,50-54,422.0
2018,41,55-59,656.0
2018,41,60-64,879.0
2018,41,65-69,1180.0
2018,41,70-74,1361.0
2018,41,75-79,2447.0
2018,41,80-84,3170.0
2018,41,85-89,3095.0
2018,41,90-94,2268.0
2018,41,95+,929.0
2018,41,Insgesamt,16993.0
2018,42,0-29,148.0
2018,42,30-34,38.0
2018,42,35-39,61.0
2018,42,40-44,90.0
2018,42,45-49,186.0
2018,42,50-54,407.0
2018,42,55-59,688.0
2018,42,60-64,888.0
2018,42,65-69,1159.0
2018,42,70-74,1360.0
2018,42,75-79,2427.0
2018,42,80-84,3000.0
2018,42,85-89,2907.0
2018,42,90-94,2270.0
2018,42,95+,923.0
2018,42,Insgesamt,16552.0
2018,43,0-29,132.0
2018,43,30-34,55.0
2018,43,35-39,62.0
2018,43,40-44,100.0
2018,43,45-49,206.0
2018,43,50-54,420.0
2018,43,55-59,643.0
2018,43,60-64,880.0
2018,43,65-69,1157.0
2018,43,70-74,1319.0
2018,43,75-79,2372.0
2018,43,80-84,3139.0
2018,43,85-89,2964.0
2018,43,90-94,2226.0
2018,43,95+,933.0
2018,43,Insgesamt,16608.0
2018,44,0-29,135.0
2018,44,30-34,42.0
2018,44,35-39,75.0
2018,44,40-44,96.0
2018,44,45-49,197.0
2018,44,50-54,393.0
2018,44,55-59,704.0
2018,44,60-64,875.0
2018,44,65-69,1178.0
2018,44,70-74,1305.0
2018,44,75-79,2457.0
2018,44,80-84,3265.0
2018,44,85-89,2960.0
2018,44,90-94,2273.0
2018,44,95+,940.0
2018,44,Insgesamt,16895.0
2018,45,0-29,145.0
2018,45,30-34,54.0
2018,45,35-39,85.0
2018,45,40-44,99.0
2018,45,45-49,176.0
2018,45,50-54,420.0
2018,45,55-59,713.0
2018,45,60-64,925.0
2018,45,65-69,1260.0
2018,45,70-74,1392.0
2018,45,75-79,2475.0
2018,45,80-84,3287.0
2018,45,85-89,3155.0
2018,45,90-94,2423.0
2018,45,95+,995.0
2018,45,Insgesamt,17604.0
2018,46,0-29,146.0
2018,46,30-34,47.0
2018,46,35-39,71.0
2018,46,40-44,93.0
2018,46,45-49,198.0
2018,46,50-54,387.0
2018,46,55-59,680.0
2018,46,60-64,899.0
2018,46,65-69,1229.0
2018,46,70-74,1357.0
2018,46,75-79,2413.0
2018,46,80-84,3144.0
2018,46,85-89,3047.0
2018,46,90-94,2251.0
2018,46,95+,880.0
2018,46,Insgesamt,16842.0
2018,47,0-29,164.0
2018,47,30-34,56.0
2018,47,35-39,83.0
2018,47,40-44,100.0
2018,47,45-49,199.0
2018,47,50-54,434.0
2018,47,55-59,657.0
2018,47,60-64,928.0
2018,47,65-69,1189.0
2018,47,70-74,1346.0
2018,47,75-79,2580.0
2018,47,80-84,3465.0
2018,47,85-89,3261.0
2018,47,90-94,2307.0
2018,47,95+,1016.0
2018,47,Insgesamt,17785.0
2018,48,0-29,123.0
2018,48,30-34,48.0
2018,48,35-39,75.0
2018,48,40-44,94.0
2018,48,45-49,209.0
2018,48,50-54,444.0
2018,48,55-59,702.0
2018,48,60-64,948.0
2018,48,65-69,1196.0
2018,48,70-74,1377.0
2018,48,75-79,2608.0
2018,48,80-84,3556.0
2018,48,85-89,3168.0
2018,48,90-94,2545.0
2018,48,95+,998.0
2018,48,Insgesamt,18091.0
2018,49,0-29,129.0
2018,49,30-34,52.0
2018,49,35-39,78.0
2018,49,40-44,120.0
2018,49,45-49,195.0
2018,49,50-54,410.0
2018,49,55-59,666.0
2018,49,60-64,941.0
2018,49,65-69,1244.0
2018,49,70-74,1462.0
2018,49,75-79,2591.0
2018,49,80-84,3519.0
2018,49,85-89,3343.0
2018,49,90-94,2556.0
2018,49,95+,1036.0
2018,49,Insgesamt,18342.0
2018,50,0-29,136.0
2018,50,30-34,53.0
2018,50,35-39,80.0
2018,50,40-44,101.0
2018,50,45-49,195.0
2018,50,50-54,388.0
2018,50,55-59,692.0
2018,50,60-64,915.0
2018,50,65-69,1269.0
2018,50,70-74,1457.0
2018,50,75-79,2569.0
2018,50,80-84,3442.0
2018,50,85-89,3161.0
2018,50,90-94,2479.0
2018,50,95+,1006.0
2018,50,Insgesamt,17943.0
2018,51,0-29,168.0
2018,51,30-34,45.0
2018,51,35-39,71.0
2018,51,40-44,109.0
2018,51,45-49,202.0
2018,51,50-54,413.0
2018,51,55-59,709.0
2018,51,60-64,981.0
2018,51,65-69,1287.0
2018,51,70-74,1508.0
2018,51,75-79,2634.0
2018,51,80-84,3680.0
2018,51,85-89,3395.0
2018,51,90-94,2629.0
2018,51,95+,1159.0
2018,51,Insgesamt,18990.0
2018,52,0-29,134.0
2018,52,30-34,47.0
2018,52,35-39,56.0
2018,52,40-44,100.0
2018,52,45-49,184.0
2018,52,50-54,414.0
2018,52,55-59,650.0
2018,52,60-64,935.0
2018,52,65-69,1183.0
2018,52,70-74,1339.0
2018,52,75-79,2524.0
2018,52,80-84,3452.0
2018,52,85-89,3238.0
2018,52,90-94,2631.0
2018,52,95+,1067.0
2018,52,Insgesamt,17954.0
2019,1,0-29,153.0
2019,1,30-34,53.0
2019,1,35-39,65.0
2019,1,40-44,116.0
2019,1,45-49,186.0
2019,1,50-54,450.0
2019,1,55-59,666.0
2019,1,60-64,991.0
2019,1,65-69,1293.0
2019,1,70-74,1442.0
2019,1,75-79,2549.0
2019,1,80-84,3526.0
2019,1,85-89,3375.0
2019,1,90-94,2731.0
2019,1,95+,1090.0
2019,1,Insgesamt,18686.0
2019,2,0-29,154.0
2019,2,30-34,56.0
2019,2,35-39,80.0
2019,2,40-44,118.0
2019,2,45-49,195.0
2019,2,50-54,464.0
2019,2,55-59,707.0
2019,2,60-64,1016.0
2019,2,65-69,1353.0
2019,2,70-74,1477.0
2019,2,75-79,2601.0
2019,2,80-84,3681.0
2019,2,85-89,3498.0
2019,2,90-94,2632.0
2019,2,95+,1138.0
2019,2,Insgesamt,19170.0
2019,3,0-29,152.0
2019,3,30-34,49.0
2019,3,35-39,70.0
2019,3,40-44,105.0
2019,3,45-49,234.0
2019,3,50-54,474.0
2019,3,55-59,692.0
2019,3,60-64,953.0
2019,3,65-69,1291.0
2019,3,70-74,1455.0
2019,3,75-79,2697.0
2019,3,80-84,3624.0
2019,3,85-89,3560.0
2019,3,90-94,2708.0
2019,3,95+,1099.0
2019,3,Insgesamt,19163.0
2019,4,0-29,141.0
2019,4,30-34,57.0
2019,4,35-39,60.0
2019,4,40-44,90.0
2019,4,45-49,214.0
2019,4,50-54,429.0
2019,4,55-59,752.0
2019,4,60-64,1004.0
2019,4,65-69,1321.0
2019,4,70-74,1530.0
2019,4,75-79,2678.0
2019,4,80-84,3712.0
2019,4,85-89,3567.0
2019,4,90-94,2736.0
2019,4,95+,1214.0
2019,4,Insgesamt,19505.0
2019,5,0-29,158.0
2019,5,30-34,39.0
2019,5,35-39,78.0
2019,5,40-44,117.0
2019,5,45-49,230.0
2019,5,50-54,414.0
2019,5,55-59,757.0
2019,5,60-64,1028.0
2019,5,65-69,1350.0
2019,5,70-74,1479.0
2019,5,75-79,2821.0
2019,5,80-84,3804.0
2019,5,85-89,3623.0
2019,5,90-94,2764.0
2019,5,95+,1150.0
2019,5,Insgesamt,19812.0
2019,6,0-29,163.0
2019,6,30-34,64.0
2019,6,35-39,88.0
2019,6,40-44,105.0
2019,6,45-49,220.0
2019,6,50-54,465.0
2019,6,55-59,739.0
2019,6,60-64,1023.0
2019,6,65-69,1363.0
2019,6,70-74,1605.0
2019,6,75-79,2712.0
2019,6,80-84,3833.0
2019,6,85-89,3656.0
2019,6,90-94,2797.0
2019,6,95+,1148.0
2019,6,Insgesamt,19981.0
2019,7,0-29,166.0
2019,7,30-34,48.0
2019,7,35-39,80.0
2019,7,40-44,119.0
2019,7,45-49,206.0
2019,7,50-54,440.0
2019,7,55-59,739.0
2019,7,60-64,1034.0
2019,7,65-69,1392.0
2019,7,70-74,1622.0
2019,7,75-79,2868.0
2019,7,80-84,3933.0
2019,7,85-89,3634.0
2019,7,90-94,2769.0
2019,7,95+,1100.0
2019,7,Insgesamt,20150.0
2019,8,0-29,156.0
2019,8,30-34,44.0
2019,8,35-39,75.0
2019,8,40-44,104.0
2019,8,45-49,227.0
2019,8,50-54,473.0
2019,8,55-59,712.0
2019,8,60-64,976.0
2019,8,65-69,1400.0
2019,8,70-74,1587.0
2019,8,75-79,2800.0
2019,8,80-84,3876.0
2019,8,85-89,3811.0
2019,8,90-94,2901.0
2019,8,95+,1207.0
2019,8,Insgesamt,20349.0
2019,9,0-29,150.0
2019,9,30-34,56.0
2019,9,35-39,77.0
2019,9,40-44,126.0
2019,9,45-49,206.0
2019,9,50-54,499.0
2019,9,55-59,736.0
2019,9,60-64,1073.0
2019,9,65-69,1460.0
2019,9,70-74,1608.0
2019,9,75-79,2846.0
2019,9,80-84,4019.0
2019,9,85-89,3788.0
2019,9,90-94,2938.0
2019,9,95+,1208.0
2019,9,Insgesamt,20790.0
2019,10,0-29,151.0
2019,10,30-34,41.0
2019,10,35-39,89.0
2019,10,40-44,123.0
2019,10,45-49,214.0
2019,10,50-54,469.0
2019,10,55-59,717.0
2019,10,60-64,1084.0
2019,10,65-69,1325.0
2019,10,70-74,1538.0
2019,10,75-79,2865.0
2019,10,80-84,3996.0
2019,10,85-89,3779.0
2019,10,90-94,2897.0
2019,10,95+,1165.0
2019,10,Insgesamt,20453.0
2019,11,0-29,154.0
2019,11,30-34,53.0
2019,11,35-39,72.0
2019,11,40-44,100.0
2019,11,45-49,208.0
2019,11,50-54,419.0
2019,11,55-59,724.0
2019,11,60-64,1012.0
2019,11,65-69,1328.0
2019,11,70-74,1554.0
2019,11,75-79,2774.0
2019,11,80-84,3791.0
2019,11,85-89,3657.0
2019,11,90-94,2819.0
2019,11,95+,1130.0
2019,11,Insgesamt,19795.0
2019,12,0-29,133.0
2019,12,30-34,42.0
2019,12,35-39,75.0
2019,12,40-44,105.0
2019,12,45-49,175.0
2019,12,50-54,461.0
2019,12,55-59,721.0
2019,12,60-64,971.0
2019,12,65-69,1282.0
2019,12,70-74,1484.0
2019,12,75-79,2609.0
2019,12,80-84,3594.0
2019,12,85-89,3503.0
2019,12,90-94,2724.0
2019,12,95+,1137.0
2019,12,Insgesamt,19016.0
2019,13,0-29,159.0
2019,13,30-34,63.0
2019,13,35-39,64.0
2019,13,40-44,114.0
2019,13,45-49,200.0
2019,13,50-54,399.0
2019,13,55-59,649.0
2019,13,60-64,967.0
2019,13,65-69,1283.0
2019,13,70-74,1459.0
2019,13,75-79,2603.0
2019,13,80-84,3604.0
2019,13,85-89,3269.0
2019,13,90-94,2663.0
2019,13,95+,1066.0
2019,13,Insgesamt,18562.0
2019,14,0-29,135.0
2019,14,30-34,45.0
2019,14,35-39,75.0
2019,14,40-44,103.0
2019,14,45-49,202.0
2019,14,50-54,408.0
2019,14,55-59,719.0
2019,14,60-64,958.0
2019,14,65-69,1296.0
2019,14,70-74,1437.0
2019,14,75-79,2682.0
2019,14,80-84,3582.0
2019,14,85-89,3406.0
2019,14,90-94,2559.0
2019,14,95+,1064.0
2019,14,Insgesamt,18671.0
2019,15,0-29,144.0
2019,15,30-34,61.0
2019,15,35-39,71.0
2019,15,40-44,112.0
2019,15,45-49,205.0
2019,15,50-54,397.0
2019,15,55-59,651.0
2019,15,60-64,908.0
2019,15,65-69,1207.0
2019,15,70-74,1393.0
2019,15,75-79,2499.0
2019,15,80-84,3472.0
2019,15,85-89,3244.0
2019,15,90-94,2476.0
2019,15,95+,1012.0
2019,15,Insgesamt,17852.0
2019,16,0-29,156.0
2019,16,30-34,55.0
2019,16,35-39,69.0
2019,16,40-44,92.0
2019,16,45-49,195.0
2019,16,50-54,430.0
2019,16,55-59,663.0
2019,16,60-64,938.0
2019,16,65-69,1274.0
2019,16,70-74,1453.0
2019,16,75-79,2544.0
2019,16,80-84,3471.0
2019,16,85-89,3210.0
2019,16,90-94,2505.0
2019,16,95+,1034.0
2019,16,Insgesamt,18089.0
2019,17,0-29,127.0
2019,17,30-34,60.0
2019,17,35-39,74.0
2019,17,40-44,77.0
2019,17,45-49,201.0
2019,17,50-54,413.0
2019,17,55-59,703.0
2019,17,60-64,926.0
2019,17,65-69,1216.0
2019,17,70-74,1475.0
2019,17,75-79,2469.0
2019,17,80-84,3443.0
2019,17,85-89,3184.0
2019,17,90-94,2481.0
2019,17,95+,1045.0
2019,17,Insgesamt,17894.0
2019,18,0-29,130.0
2019,18,30-34,58.0
2019,18,35-39,66.0
2019,18,40-44,94.0
2019,18,45-49,185.0
2019,18,50-54,370.0
2019,18,55-59,703.0
2019,18,60-64,888.0
2019,18,65-69,1199.0
2019,18,70-74,1285.0
2019,18,75-79,2379.0
2019,18,80-84,3299.0
2019,18,85-89,3015.0
2019,18,90-94,2451.0
2019,18,95+,968.0
2019,18,Insgesamt,17090.0
2019,19,0-29,131.0
2019,19,30-34,54.0
2019,19,35-39,70.0
2019,19,40-44,99.0
2019,19,45-49,174.0
2019,19,50-54,366.0
2019,19,55-59,668.0
2019,19,60-64,903.0
2019,19,65-69,1248.0
2019,19,70-74,1397.0
2019,19,75-79,2445.0
2019,19,80-84,3349.0
2019,19,85-89,2965.0
2019,19,90-94,2290.0
2019,19,95+,959.0
2019,19,Insgesamt,17118.0
2019,20,0-29,130.0
2019,20,30-34,56.0
2019,20,35-39,73.0
2019,20,40-44,94.0
2019,20,45-49,171.0
2019,20,50-54,416.0
2019,20,55-59,649.0
2019,20,60-64,936.0
2019,20,65-69,1239.0
2019,20,70-74,1370.0
2019,20,75-79,2441.0
2019,20,80-84,3369.0
2019,20,85-89,2966.0
2019,20,90-94,2391.0
2019,20,95+,1014.0
2019,20,Insgesamt,17315.0
2019,21,0-29,155.0
2019,21,30-34,47.0
2019,21,35-39,63.0
2019,21,40-44,107.0
2019,21,45-49,202.0
2019,21,50-54,373.0
2019,21,55-59,689.0
2019,21,60-64,901.0
2019,21,65-69,1205.0
2019,21,70-74,1394.0
2019,21,75-79,2342.0
2019,21,80-84,3277.0
2019,21,85-89,3011.0
2019,21,90-94,2338.0
2019,21,95+,976.0
2019,21,Insgesamt,17080.0
2019,22,0-29,144.0
2019,22,30-34,30.0
2019,22,35-39,61.0
2019,22,40-44,111.0
2019,22,45-49,196.0
2019,22,50-54,422.0
2019,22,55-59,678.0
2019,22,60-64,852.0
2019,22,65-69,1235.0
2019,22,70-74,1356.0
2019,22,75-79,2381.0
2019,22,80-84,3148.0
2019,22,85-89,2991.0
2019,22,90-94,2384.0
2019,22,95+,932.0
2019,22,Insgesamt,16921.0
2019,23,0-29,168.0
2019,23,30-34,61.0
2019,23,35-39,77.0
2019,23,40-44,120.0
2019,23,45-49,195.0
2019,23,50-54,412.0
2019,23,55-59,663.0
2019,23,60-64,915.0
2019,23,65-69,1239.0
2019,23,70-74,1371.0
2019,23,75-79,2496.0
2019,23,80-84,3350.0
2019,23,85-89,3025.0
2019,23,90-94,2390.0
2019,23,95+,1009.0
2019,23,Insgesamt,17491.0
2019,24,0-29,123.0
2019,24,30-34,52.0
2019,24,35-39,77.0
2019,24,40-44,116.0
2019,24,45-49,184.0
2019,24,50-54,399.0
2019,24,55-59,684.0
2019,24,60-64,898.0
2019,24,65-69,1190.0
2019,24,70-74,1285.0
2019,24,75-79,2293.0
2019,24,80-84,3110.0
2019,24,85-89,2915.0
2019,24,90-94,2258.0
2019,24,95+,900.0
2019,24,Insgesamt,16484.0
2019,25,0-29,141.0
2019,25,30-34,55.0
2019,25,35-39,73.0
2019,25,40-44,107.0
2019,25,45-49,204.0
2019,25,50-54,409.0
2019,25,55-59,665.0
2019,25,60-64,903.0
2019,25,65-69,1130.0
2019,25,70-74,1304.0
2019,25,75-79,2293.0
2019,25,80-84,3270.0
2019,25,85-89,3007.0
2019,25,90-94,2179.0
2019,25,95+,899.0
2019,25,Insgesamt,16639.0
2019,26,0-29,156.0
2019,26,30-34,48.0
2019,26,35-39,84.0
2019,26,40-44,105.0
2019,26,45-49,216.0
2019,26,50-54,416.0
2019,26,55-59,692.0
2019,26,60-64,989.0
2019,26,65-69,1210.0
2019,26,70-74,1376.0
2019,26,75-79,2421.0
2019,26,80-84,3477.0
2019,26,85-89,3235.0
2019,26,90-94,2473.0
2019,26,95+,1020.0
2019,26,Insgesamt,17918.0
2019,27,0-29,149.0
2019,27,30-34,52.0
2019,27,35-39,69.0
2019,27,40-44,110.0
2019,27,45-49,181.0
2019,27,50-54,385.0
2019,27,55-59,698.0
2019,27,60-64,904.0
2019,27,65-69,1196.0
2019,27,70-74,1340.0
2019,27,75-79,2312.0
2019,27,80-84,3171.0
2019,27,85-89,2880.0
2019,27,90-94,2200.0
2019,27,95+,905.0
2019,27,Insgesamt,16552.0
2019,28,0-29,119.0
2019,28,30-34,42.0
2019,28,35-39,60.0
2019,28,40-44,94.0
2019,28,45-49,164.0
2019,28,50-54,378.0
2019,28,55-59,647.0
2019,28,60-64,870.0
2019,28,65-69,1176.0
2019,28,70-74,1335.0
2019,28,75-79,2236.0
2019,28,80-84,3142.0
2019,28,85-89,2862.0
2019,28,90-94,2266.0
2019,28,95+,928.0
2019,28,Insgesamt,16319.0
2019,29,0-29,147.0
2019,29,30-34,48.0
2019,29,35-39,68.0
2019,29,40-44,94.0
2019,29,45-49,175.0
2019,29,50-54,396.0
2019,29,55-59,691.0
2019,29,60-64,931.0
2019,29,65-69,1208.0
2019,29,70-74,1270.0
2019,29,75-79,2282.0
2019,29,80-84,3261.0
2019,29,85-89,3050.0
2019,29,90-94,2315.0
2019,29,95+,920.0
2019,29,Insgesamt,16856.0
2019,30,0-29,176.0
2019,30,30-34,54.0
2019,30,35-39,84.0
2019,30,40-44,100.0
2019,30,45-49,206.0
2019,30,50-54,429.0
2019,30,55-59,675.0
2019,30,60-64,981.0
2019,30,65-69,1415.0
2019,30,70-74,1563.0
2019,30,75-79,2617.0
2019,30,80-84,3921.0
2019,30,85-89,3476.0
2019,30,90-94,2769.0
2019,30,95+,1164.0
2019,30,Insgesamt,19630.0
2019,31,0-29,138.0
2019,31,30-34,53.0
2019,31,35-39,71.0
2019,31,40-44,101.0
2019,31,45-49,213.0
2019,31,50-54,434.0
2019,31,55-59,649.0
2019,31,60-64,869.0
2019,31,65-69,1247.0
2019,31,70-74,1392.0
2019,31,75-79,2246.0
2019,31,80-84,3283.0
2019,31,85-89,2984.0
2019,31,90-94,2391.0
2019,31,95+,963.0
2019,31,Insgesamt,17034.0
2019,32,0-29,142.0
2019,32,30-34,49.0
2019,32,35-39,83.0
2019,32,40-44,109.0
2019,32,45-49,178.0
2019,32,50-54,347.0
2019,32,55-59,627.0
2019,32,60-64,893.0
2019,32,65-69,1192.0
2019,32,70-74,1312.0
2019,32,75-79,2361.0
2019,32,80-84,3200.0
2019,32,85-89,2906.0
2019,32,90-94,2228.0
2019,32,95+,913.0
2019,32,Insgesamt,16540.0
2019,33,0-29,158.0
2019,33,30-34,40.0
2019,33,35-39,76.0
2019,33,40-44,107.0
2019,33,45-49,163.0
2019,33,50-54,393.0
2019,33,55-59,610.0
2019,33,60-64,829.0
2019,33,65-69,1127.0
2019,33,70-74,1278.0
2019,33,75-79,2158.0
2019,33,80-84,3083.0
2019,33,85-89,2794.0
2019,33,90-94,2202.0
2019,33,95+,916.0
2019,33,Insgesamt,15934.0
2019,34,0-29,136.0
2019,34,30-34,49.0
2019,34,35-39,74.0
2019,34,40-44,94.0
2019,34,45-49,202.0
2019,34,50-54,395.0
2019,34,55-59,620.0
2019,34,60-64,893.0
2019,34,65-69,1189.0
2019,34,70-74,1278.0
2019,34,75-79,2267.0
2019,34,80-84,3115.0
2019,34,85-89,2850.0
2019,34,90-94,2245.0
2019,34,95+,856.0
2019,34,Insgesamt,16263.0
2019,35,0-29,158.0
2019,35,30-34,51.0
2019,35,35-39,89.0
2019,35,40-44,98.0
2019,35,45-49,183.0
2019,35,50-54,393.0
2019,35,55-59,677.0
2019,35,60-64,922.0
2019,35,65-69,1236.0
2019,35,70-74,1405.0
2019,35,75-79,2360.0
2019,35,80-84,3425.0
2019,35,85-89,3253.0
2019,35,90-94,2372.0
2019,35,95+,1015.0
2019,35,Insgesamt,17637.0
2019,36,0-29,139.0
2019,36,30-34,47.0
2019,36,35-39,85.0
2019,36,40-44,107.0
2019,36,45-49,191.0
2019,36,50-54,389.0
2019,36,55-59,630.0
2019,36,60-64,841.0
2019,36,65-69,1167.0
2019,36,70-74,1281.0
2019,36,75-79,2181.0
2019,36,80-84,3048.0
2019,36,85-89,2879.0
2019,36,90-94,2130.0
2019,36,95+,873.0
2019,36,Insgesamt,15988.0
2019,37,0-29,128.0
2019,37,30-34,61.0
2019,37,35-39,72.0
2019,37,40-44,102.0
2019,37,45-49,185.0
2019,37,50-54,432.0
2019,37,55-59,622.0
2019,37,60-64,838.0
2019,37,65-69,1161.0
2019,37,70-74,1271.0
2019,37,75-79,2237.0
2019,37,80-84,3197.0
2019,37,85-89,2853.0
2019,37,90-94,2223.0
2019,37,95+,921.0
2019,37,Insgesamt,16303.0
2019,38,0-29,148.0
2019,38,30-34,59.0
2019,38,35-39,71.0
2019,38,40-44,88.0
2019,38,45-49,168.0
2019,38,50-54,409.0
2019,38,55-59,681.0
2019,38,60-64,876.0
2019,38,65-69,1228.0
2019,38,70-74,1280.0
2019,38,75-79,2260.0
2019,38,80-84,3120.0
2019,38,85-89,2880.0
2019,38,90-94,2307.0
2019,38,95+,925.0
2019,38,Insgesamt,16500.0
2019,39,0-29,127.0
2019,39,30-34,43.0
2019,39,35-39,72.0
2019,39,40-44,102.0
2019,39,45-49,183.0
2019,39,50-54,409.0
2019,39,55-59,660.0
2019,39,60-64,957.0
2019,39,65-69,1241.0
2019,39,70-74,1357.0
2019,39,75-79,2353.0
2019,39,80-84,3404.0
2019,39,85-89,3091.0
2019,39,90-94,2431.0
2019,39,95+,972.0
2019,39,Insgesamt,17402.0
2019,40,0-29,160.0
2019,40,30-34,44.0
2019,40,35-39,57.0
2019,40,40-44,103.0
2019,40,45-49,189.0
2019,40,50-54,395.0
2019,40,55-59,605.0
2019,40,60-64,894.0
2019,40,65-69,1171.0
2019,40,70-74,1373.0
2019,40,75-79,2345.0
2019,40,80-84,3263.0
2019,40,85-89,3039.0
2019,40,90-94,2314.0
2019,40,95+,947.0
2019,40,Insgesamt,16899.0
2019,41,0-29,126.0
2019,41,30-34,52.0
2019,41,35-39,96.0
2019,41,40-44,94.0
2019,41,45-49,178.0
2019,41,50-54,403.0
2019,41,55-59,689.0
2019,41,60-64,915.0
2019,41,65-69,1249.0
2019,41,70-74,1356.0
2019,41,75-79,2414.0
2019,41,80-84,3371.0
2019,41,85-89,3226.0
2019,41,90-94,2496.0
2019,41,95+,1001.0
2019,41,Insgesamt,17666.0
2019,42,0-29,133.0
2019,42,30-34,44.0
2019,42,35-39,77.0
2019,42,40-44,102.0
2019,42,45-49,212.0
2019,42,50-54,370.0
2019,42,55-59,664.0
2019,42,60-64,932.0
2019,42,65-69,1183.0
2019,42,70-74,1422.0
2019,42,75-79,2411.0
2019,42,80-84,3442.0
2019,42,85-89,3190.0
2019,42,90-94,2445.0
2019,42,95+,1086.0
2019,42,Insgesamt,17713.0
2019,43,0-29,135.0
2019,43,30-34,49.0
2019,43,35-39,80.0
2019,43,40-44,112.0
2019,43,45-49,176.0
2019,43,50-54,370.0
2019,43,55-59,633.0
2019,43,60-64,958.0
2019,43,65-69,1224.0
2019,43,70-74,1386.0
2019,43,75-79,2327.0
2019,43,80-84,3374.0
2019,43,85-89,3029.0
2019,43,90-94,2453.0
2019,43,95+,1021.0
2019,43,Insgesamt,17327.0
2019,44,0-29,135.0
2019,44,30-34,46.0
2019,44,35-39,60.0
2019,44,40-44,112.0
2019,44,45-49,197.0
2019,44,50-54,397.0
2019,44,55-59,686.0
2019,44,60-64,917.0
2019,44,65-69,1213.0
2019,44,70-74,1375.0
2019,44,75-79,2444.0
2019,44,80-84,3403.0
2019,44,85-89,3060.0
2019,44,90-94,2454.0
2019,44,95+,989.0
2019,44,Insgesamt,17488.0
2019,45,0-29,147.0
2019,45,30-34,47.0
2019,45,35-39,92.0
2019,45,40-44,95.0
2019,45,45-49,213.0
2019,45,50-54,426.0
2019,45,55-59,674.0
2019,45,60-64,929.0
2019,45,65-69,1250.0
2019,45,70-74,1402.0
2019,45,75-79,2372.0
2019,45,80-84,3474.0
2019,45,85-89,3210.0
2019,45,90-94,2519.0
2019,45,95+,1009.0
2019,45,Insgesamt,17859.0
2019,46,0-29,135.0
2019,46,30-34,46.0
2019,46,35-39,72.0
2019,46,40-44,120.0
2019,46,45-49,181.0
2019,46,50-54,420.0
2019,46,55-59,750.0
2019,46,60-64,924.0
2019,46,65-69,1242.0
2019,46,70-74,1472.0
2019,46,75-79,2426.0
2019,46,80-84,3585.0
2019,46,85-89,3240.0
2019,46,90-94,2592.0
2019,46,95+,1037.0
2019,46,Insgesamt,18242.0
2019,47,0-29,136.0
2019,47,30-34,60.0
2019,47,35-39,72.0
2019,47,40-44,115.0
2019,47,45-49,172.0
2019,47,50-54,386.0
2019,47,55-59,676.0
2019,47,60-64,940.0
2019,47,65-69,1193.0
2019,47,70-74,1414.0
2019,47,75-79,2428.0
2019,47,80-84,3681.0
2019,47,85-89,3479.0
2019,47,90-94,2654.0
2019,47,95+,1129.0
2019,47,Insgesamt,18535.0
2019,48,0-29,133.0
2019,48,30-34,47.0
2019,48,35-39,74.0
2019,48,40-44,90.0
2019,48,45-49,207.0
2019,48,50-54,337.0
2019,48,55-59,669.0
2019,48,60-64,991.0
2019,48,65-69,1277.0
2019,48,70-74,1431.0
2019,48,75-79,2538.0
2019,48,80-84,3620.0
2019,48,85-89,3315.0
2019,48,90-94,2743.0
2019,48,95+,1109.0
2019,48,Insgesamt,18581.0
